city,transportas,vanduo,oras,total
Šiauliai,12.313078108941419,8.333333333333334,6.719858156028369,27.366269598303123
Panevėžys,11.374466360977154,9.85628939693292,20.0,41.230755757910075
Alytus,25.0,9.955075736193434,9.52127659574468,44.476352331938116
Klaipėda,2.836538461538462,12.346450135332084,21.625295508274235,36.80828410514478
Vilnius,1.1465827338129484,8.546782387806944,0.0,9.693365121619893
