city,x,y
Šiauliai,2015,139.326620091544
Šiauliai,2016,135.891162326023
Šiauliai,2017,134.611770769322
Šiauliai,2018,128.773429792831
Šiauliai,2019,130.788915117732
Šiauliai,2020,80.998918249137
Kaunas,2015,195.79647597972
Kaunas,2016,198.519688826121
Kaunas,2017,198.524440069253
Kaunas,2018,201.044689959278
Kaunas,2019,205.486362547602
Kaunas,2020,79.45999292852
Alytus,2015,45.663813314432
Alytus,2016,51.138551070656
Alytus,2017,51.867990721393
Alytus,2018,51.721330770136
Alytus,2019,7.8137772904
Alytus,2020,4.323342415985
Klaipėda,2015,233.585812386462
Klaipėda,2016,187.18946720936
Klaipėda,2017,195.468426276905
Klaipėda,2018,198.466307277628
Klaipėda,2019,199.400168321831
Klaipėda,2020,145.001442169022
Vilnius,2015,267.838084189592
Vilnius,2016,260.923976737095
Vilnius,2017,262.665351347592
Vilnius,2018,259.91395177953
Vilnius,2019,264.3
Vilnius,2020,186.262376675115
