,Vandens naudojimo paskirtis,Administracinė teritorija,Matavimo vienetai,Laikotarpis,Reikšmė_x,Reikšmė_y,per_thousand
229,Sunaudota požeminio vandens,Klaipėdos m. sav.,tūkst. m³,2019,9234.351999999999,148511.0,62.1795826571769
230,Paimta vandens iš viso,Klaipėdos m. sav.,tūkst. m³,2020,80452.176,149433.0,538.3829274658208
231,Paimta požeminio vandens,Klaipėdos m. sav.,tūkst. m³,2020,10371.931999999999,149433.0,69.40857775725576
232,Sunaudota vandens iš viso,Klaipėdos m. sav.,tūkst. m³,2020,79325.559,149433.0,530.8436489931943
233,Sunaudota vandens ūkio ir buities reikmėms,Klaipėdos m. sav.,tūkst. m³,2020,76058.836,149433.0,508.9828618845904
234,Sunaudota vandens energetikos reikmėms,Klaipėdos m. sav.,tūkst. m³,2020,219.337,149433.0,1.467794931507766
235,Sunaudota vandens kitoms reikmėms,Klaipėdos m. sav.,tūkst. m³,2020,,149433.0,
236,Sunaudota vandens pramonės reikmėms,Klaipėdos m. sav.,tūkst. m³,2020,3047.386,149433.0,20.39299217709609
237,Sunaudota vandens žemės ūkio reikmėms,Klaipėdos m. sav.,tūkst. m³,2020,,149433.0,
238,Sunaudota vandens žuvininkystės reikmėms,Klaipėdos m. sav.,tūkst. m³,2020,,149433.0,
239,Sunaudota požeminio vandens,Klaipėdos m. sav.,tūkst. m³,2020,9245.314999999999,149433.0,61.86929928462923
240,Paimta vandens iš viso,Vilniaus m. sav.,tūkst. m³,2015,35056.520000000004,543295.0,64.52575488454708
241,Paimta požeminio vandens,Vilniaus m. sav.,tūkst. m³,2015,31620.923000000003,543295.0,58.20212407623851
242,Sunaudota vandens iš viso,Vilniaus m. sav.,tūkst. m³,2015,29675.346000000005,543295.0,54.621054859698695
243,Sunaudota vandens ūkio ir buities reikmėms,Vilniaus m. sav.,tūkst. m³,2015,25637.974000000002,543295.0,47.18978455535207
244,Sunaudota vandens energetikos reikmėms,Vilniaus m. sav.,tūkst. m³,2015,2374.0,543295.0,4.369633440396102
245,Sunaudota vandens kitoms reikmėms,Vilniaus m. sav.,tūkst. m³,2015,,543295.0,
246,Sunaudota vandens pramonės reikmėms,Vilniaus m. sav.,tūkst. m³,2015,1552.972,543295.0,2.85843234338619
247,Sunaudota vandens žemės ūkio reikmėms,Vilniaus m. sav.,tūkst. m³,2015,,543295.0,
248,Sunaudota vandens žuvininkystės reikmėms,Vilniaus m. sav.,tūkst. m³,2015,110.4,543295.0,0.2032045205643343
249,Sunaudota požeminio vandens,Vilniaus m. sav.,tūkst. m³,2015,26239.749000000003,543295.0,48.29742405139013
250,Paimta vandens iš viso,Vilniaus m. sav.,tūkst. m³,2016,34294.672999999995,544513.0,62.98228508777567
251,Paimta požeminio vandens,Vilniaus m. sav.,tūkst. m³,2016,31343.110999999997,544513.0,57.561731308527065
252,Sunaudota vandens iš viso,Vilniaus m. sav.,tūkst. m³,2016,29937.341999999997,544513.0,54.980031698049444
253,Sunaudota vandens ūkio ir buities reikmėms,Vilniaus m. sav.,tūkst. m³,2016,26430.839999999997,544513.0,48.54032869738647
254,Sunaudota vandens energetikos reikmėms,Vilniaus m. sav.,tūkst. m³,2016,2122.0,544513.0,3.8970603089366094
255,Sunaudota vandens kitoms reikmėms,Vilniaus m. sav.,tūkst. m³,2016,,544513.0,
256,Sunaudota vandens pramonės reikmėms,Vilniaus m. sav.,tūkst. m³,2016,1274.126,544513.0,2.339936787551445
257,Sunaudota vandens žemės ūkio reikmėms,Vilniaus m. sav.,tūkst. m³,2016,,544513.0,
258,Sunaudota vandens žuvininkystės reikmėms,Vilniaus m. sav.,tūkst. m³,2016,110.376,544513.0,0.2027059041749233
259,Sunaudota požeminio vandens,Vilniaus m. sav.,tūkst. m³,2016,26985.78,544513.0,49.55947791880083
260,Paimta vandens iš viso,Vilniaus m. sav.,tūkst. m³,2017,34969.564999999995,546504.0,63.987756722732115
261,Paimta požeminio vandens,Vilniaus m. sav.,tūkst. m³,2017,31772.599,546504.0,58.13790749930467
262,Sunaudota vandens iš viso,Vilniaus m. sav.,tūkst. m³,2017,30868.218999999994,546504.0,56.48306142315517
263,Sunaudota vandens ūkio ir buities reikmėms,Vilniaus m. sav.,tūkst. m³,2017,27081.40299999999,546504.0,49.55389713524511
264,Sunaudota vandens energetikos reikmėms,Vilniaus m. sav.,tūkst. m³,2017,2287.0,546504.0,4.184781813124881
265,Sunaudota vandens kitoms reikmėms,Vilniaus m. sav.,tūkst. m³,2017,,546504.0,
266,Sunaudota vandens pramonės reikmėms,Vilniaus m. sav.,tūkst. m³,2017,1389.416,546504.0,2.5423711445844863
267,Sunaudota vandens žemės ūkio reikmėms,Vilniaus m. sav.,tūkst. m³,2017,,546504.0,
268,Sunaudota vandens žuvininkystės reikmėms,Vilniaus m. sav.,tūkst. m³,2017,110.4,546504.0,0.20201133020069387
269,Sunaudota požeminio vandens,Vilniaus m. sav.,tūkst. m³,2017,27671.252999999997,546504.0,50.633212199727716
270,Paimta vandens iš viso,Vilniaus m. sav.,tūkst. m³,2018,35871.43,549833.0,65.24059123406562
271,Paimta požeminio vandens,Vilniaus m. sav.,tūkst. m³,2018,33282.68,549833.0,60.53234345701331
272,Sunaudota vandens iš viso,Vilniaus m. sav.,tūkst. m³,2018,31980.54,549833.0,58.16409709857357
273,Sunaudota vandens ūkio ir buities reikmėms,Vilniaus m. sav.,tūkst. m³,2018,28785.1,549833.0,52.35244155952807
274,Sunaudota vandens energetikos reikmėms,Vilniaus m. sav.,tūkst. m³,2018,1689.498,549833.0,3.0727475433449793
275,Sunaudota vandens kitoms reikmėms,Vilniaus m. sav.,tūkst. m³,2018,,549833.0,
276,Sunaudota vandens pramonės reikmėms,Vilniaus m. sav.,tūkst. m³,2018,1395.549,549833.0,2.53813248750075
277,Sunaudota vandens žemės ūkio reikmėms,Vilniaus m. sav.,tūkst. m³,2018,,549833.0,
278,Sunaudota vandens žuvininkystės reikmėms,Vilniaus m. sav.,tūkst. m³,2018,110.4,549833.0,0.2007882393381263
279,Sunaudota požeminio vandens,Vilniaus m. sav.,tūkst. m³,2018,29391.79,549833.0,53.455849321521264
280,Paimta vandens iš viso,Vilniaus m. sav.,tūkst. m³,2019,36173.326,556767.0,64.97031253648295
281,Paimta požeminio vandens,Vilniaus m. sav.,tūkst. m³,2019,33306.901,556767.0,59.82197400348799
282,Sunaudota vandens iš viso,Vilniaus m. sav.,tūkst. m³,2019,31546.008,556767.0,56.65926321064287
283,Sunaudota vandens ūkio ir buities reikmėms,Vilniaus m. sav.,tūkst. m³,2019,27801.196,556767.0,49.933268315112066
284,Sunaudota vandens energetikos reikmėms,Vilniaus m. sav.,tūkst. m³,2019,1963.007,556767.0,3.5257244053616685
285,Sunaudota vandens kitoms reikmėms,Vilniaus m. sav.,tūkst. m³,2019,,556767.0,
286,Sunaudota vandens pramonės reikmėms,Vilniaus m. sav.,tūkst. m³,2019,1671.405,556767.0,3.0019828761402887
287,Sunaudota vandens žemės ūkio reikmėms,Vilniaus m. sav.,tūkst. m³,2019,,556767.0,
288,Sunaudota vandens žuvininkystės reikmėms,Vilniaus m. sav.,tūkst. m³,2019,110.4,556767.0,0.1982876140288487
289,Sunaudota požeminio vandens,Vilniaus m. sav.,tūkst. m³,2019,28679.583,556767.0,51.510924677647914
290,Paimta vandens iš viso,Vilniaus m. sav.,tūkst. m³,2020,35037.422,566215.0,61.880066759093275
291,Paimta požeminio vandens,Vilniaus m. sav.,tūkst. m³,2020,32273.678,566215.0,56.998980952465054
292,Sunaudota vandens iš viso,Vilniaus m. sav.,tūkst. m³,2020,31282.538999999997,566215.0,55.248516906122234
293,Sunaudota vandens ūkio ir buities reikmėms,Vilniaus m. sav.,tūkst. m³,2020,27553.947999999993,566215.0,48.663401711364045
294,Sunaudota vandens energetikos reikmėms,Vilniaus m. sav.,tūkst. m³,2020,1743.559,566215.0,3.0793232252766174
295,Sunaudota vandens kitoms reikmėms,Vilniaus m. sav.,tūkst. m³,2020,,566215.0,
296,Sunaudota vandens pramonės reikmėms,Vilniaus m. sav.,tūkst. m³,2020,1874.632,566215.0,3.3108130303859844
297,Sunaudota vandens žemės ūkio reikmėms,Vilniaus m. sav.,tūkst. m³,2020,,566215.0,
298,Sunaudota vandens žuvininkystės reikmėms,Vilniaus m. sav.,tūkst. m³,2020,110.4,566215.0,0.19497893909557326
299,Sunaudota požeminio vandens,Vilniaus m. sav.,tūkst. m³,2020,28518.795,566215.0,50.367431099494006
